filename,year,session number,text,speaker,country/organization,language,gender,only text
UNSC_2000_SPV.4208_spch022.txt,2000,4208,"The President: I thank the representative of the Russian Federation for his kind words addressed to my country, the Namibian delegation and to me.  ",The President,,English,u," I thank the representative of the Russian Federation for his kind words addressed to my country, the Namibian delegation and to me.  "
UNSC_2000_SPV.4208_spch024.txt,2000,4208,The President: I thank the representative of the Netherlands for his kind words addressed to me and my delegation.  ,The President,,English,u, I thank the representative of the Netherlands for his kind words addressed to me and my delegation.  
UNSC_2000_SPV.4208_spch026.txt,2000,4208,The President: I thank the representative of Canada for his kind words addressed to my delegation and to me.  ,The President,,English,u, I thank the representative of Canada for his kind words addressed to my delegation and to me.  
UNSC_2000_SPV.4208_spch028.txt,2000,4208,The President: I thank the representative of France for his kind words addressed to the Namibian delegation.  ,The President,,English,u, I thank the representative of France for his kind words addressed to the Namibian delegation.  
UNSC_2000_SPV.4208_spch030.txt,2000,4208,"The President: I should like to thank the representative of Malaysia for the kind words he addressed to my delegation.  Mr. Krokhmal (Ukraine) Mr. President, my delegation warmly welcomes you as you preside over this meeting of the Security Council.  I should also like to thank you and the delegation of Namibia for organizing this open meeting and giving the Council an excellent opportunity to have a broad exchange of views and proposals aimed at finding effective ways to protect women and to ensure their full participation in efforts to maintain peace and security.  We thank the Secretary-General for his important statement this morning, as well as Ms. King, Assistant Secretary-General and Special Adviser on Gender Issues and Advancement of Women, and Ms. Heyzer, Executive Director of the United Nations Development Fund for Women (UNIFEM), for their contribution to our discussion.  The question before us today is a complex one. It should also be borne in mind that a number of organs within the United Nations system are addressing various aspects of this issue, and a number of specific policies and recommendations in this respect have been worked out.  We would like to particularly commend the United Nations Development Fund for Women for its efforts to ensure that women are half of every solution. We would also like to underscore the important contribution of non-United Nations bodies and humanitarian agencies, as well as non-governmental organizations, in protecting women in armed conflicts and providing them humanitarian assistance and other necessary relief. The Security Council should provide its own perspective on the question of women's protection and women's role in the maintenance of peace and security, in accordance with its own mandate.  International resolve to safeguard women's rights in conflict situations has substantially strengthened in recent years. In response to the increased targeting of women and other civilians that has become a shameful instrument of contemporary warfare, the international community has further developed, in addition to the Fourth Geneva Convention and the two Additional Protocols of 1977, a body of law dealing with crimes against civilian populations, with special emphasis on the protection of women. The Rome Statute of the International Criminal Court incorporates gender-based prosecution within its jurisdiction and lists rape, enforced prostitution and other forms of sexual violence as war crimes and crimes against humanity. The ad hoc Tribunal for Rwanda and the former Yugoslavia both explicitly incorporate rape as a crime against humanity within their jurisdiction. The statute of the Rwanda Tribunal also expressly includes rape, enforced prostitution and any form of indecent assault as a violation of article 3 of the Fourth Geneva Convention and a breach of Additional Protocol II. Apart from that, the Security Council has adopted several resolutions on the protection of children and civilians in armed conflict wherein it urged all parties to take special measures to protect women and girls from rape and other forms of gender-based violence.  However, in spite all international efforts, women continue to be the most vulnerable victims of armed conflicts. With a rapid proliferation of inter-State wars and other hostilities, civilians increasingly represent the overwhelming majority of war victims, with women and girls targeted for the most brutal forms of attack, including rape, sexual mutilation, sexually humiliating treatment and forcible impregnation. Sexual violence brings with it the risk of HIV/AIDS. The increase in inter-State and inter-ethnic hostilities in the last decade and the increased number of refugees became a catalyst for a major explosion in the spread of the disease, and it has yet to show up statistically. In addition to that, women also experience the trauma of losing relatives and friends in times of armed conflict and of having to take responsibility for the care of surviving family members. They also constitute the majority of refugees and displaced persons.  My country is greatly concerned about this situation and strongly condemns the targeting of women in situations of armed conflict. In this context, I would like to stress that the Security Council should give special consideration to the particular needs of women affected by armed conflict when considering action aimed at promoting peace and security.  It is important that the Secretary-General's reports to the Council dealing with specific conflict situations and developments in the field also incorporate gender perspectives in addressing various aspects of conflict analysis and conflict resolution. I share the view expressed by previous speakers that the Council should also request the Secretary-General to ensure that personnel involved in United Nations peacekeeping and peace-building operations have appropriate training on the protection, rights and particular needs of women. Security Council resolutions setting up or extending peacekeeping operations should provide a clear mandate to address the protection of women and girls affected by conflict against all sexual violence, abduction, enforced prostitution, trafficking and threats imposed by military, paramilitary and other groups.  We believe the Security Council has a special responsibility to support women's participation in peace processes by ensuring respective gender balance in United Nations peacekeeping missions. The Council has already recognized, through the statement of its President on the occasion of International Women's Day, the important role of women in conflict resolution, peacekeeping and peace-building and has underscored the importance of promoting an active and visible policy of mainstreaming a gender perspective into all policies and programmes when addressing armed or other conflicts.  My delegation heartily applauds the efforts and dedication of all women serving United Nations peacekeeping and humanitarian missions under very difficult and quite frequently dangerous circumstances in conflict and post-conflict areas. The presence of women in United Nations missions can foster confidence and trust among the local population, critical elements in any peacekeeping mission. In performing their tasks, women are perceived to be compassionate, unwilling to opt for force over reconciliation, willing to listen and learn and are widely seen as contributors to an environment of stability and morality that fosters the progress of peace.  At the same time, women are still under- represented in decision-making with regard to conflict. Their initiatives and visions for peace and security are rarely heard of during peace negotiations. In this regard, I would like to stress that women should not be viewed primarily as victims of armed conflict; the international community should use the potential of women as agents of preventive diplomacy, peacekeeping and peace-building. The peace-building initiatives of women in Burundi, the Democratic Republic of the Congo, Somalia, Cambodia, Rwanda, Mozambique and Guatemala indicate how precious their contribution to peace can be. Being an active participant of the United Nations peacekeeping and peacemaking efforts, Ukraine has also contributed women civilian police to United Nations peacekeeping missions. We reiterate our readiness to continue working constructively with other Members States in order to ensure the protection of women in armed conflicts and women's participation in peace processes. We are confident that further development of peacekeeping and peace-building teams, with women and men as equal partners, would improve the efficiency of peacekeeping and peace maintenance throughout the world.  The delegation of Ukraine looks forward to a positive outcome of this important initiative on the women and peace and security. We hope that many useful ideas put forward by many delegations at this meeting will be incorporated in the respective Security Council draft resolution.  The President: I thank the representative of Ukraine for his kind words addressed to me and my delegation.   ",The President,,English,u," I should like to thank the representative of Malaysia for the kind words he addressed to my delegation.  Mr. Krokhmal (Ukraine) Mr. President, my delegation warmly welcomes you as you preside over this meeting of the Security Council.  I should also like to thank you and the delegation of Namibia for organizing this open meeting and giving the Council an excellent opportunity to have a broad exchange of views and proposals aimed at finding effective ways to protect women and to ensure their full participation in efforts to maintain peace and security.  We thank the Secretary-General for his important statement this morning, as well as Ms. King, Assistant Secretary-General and Special Adviser on Gender Issues and Advancement of Women, and Ms. Heyzer, Executive Director of the United Nations Development Fund for Women (UNIFEM), for their contribution to our discussion.  The question before us today is a complex one. It should also be borne in mind that a number of organs within the United Nations system are addressing various aspects of this issue, and a number of specific policies and recommendations in this respect have been worked out.  We would like to particularly commend the United Nations Development Fund for Women for its efforts to ensure that women are half of every solution. We would also like to underscore the important contribution of non-United Nations bodies and humanitarian agencies, as well as non-governmental organizations, in protecting women in armed conflicts and providing them humanitarian assistance and other necessary relief. The Security Council should provide its own perspective on the question of women's protection and women's role in the maintenance of peace and security, in accordance with its own mandate.  International resolve to safeguard women's rights in conflict situations has substantially strengthened in recent years. In response to the increased targeting of women and other civilians that has become a shameful instrument of contemporary warfare, the international community has further developed, in addition to the Fourth Geneva Convention and the two Additional Protocols of 1977, a body of law dealing with crimes against civilian populations, with special emphasis on the protection of women. The Rome Statute of the International Criminal Court incorporates gender-based prosecution within its jurisdiction and lists rape, enforced prostitution and other forms of sexual violence as war crimes and crimes against humanity. The ad hoc Tribunal for Rwanda and the former Yugoslavia both explicitly incorporate rape as a crime against humanity within their jurisdiction. The statute of the Rwanda Tribunal also expressly includes rape, enforced prostitution and any form of indecent assault as a violation of article 3 of the Fourth Geneva Convention and a breach of Additional Protocol II. Apart from that, the Security Council has adopted several resolutions on the protection of children and civilians in armed conflict wherein it urged all parties to take special measures to protect women and girls from rape and other forms of gender-based violence.  However, in spite all international efforts, women continue to be the most vulnerable victims of armed conflicts. With a rapid proliferation of inter-State wars and other hostilities, civilians increasingly represent the overwhelming majority of war victims, with women and girls targeted for the most brutal forms of attack, including rape, sexual mutilation, sexually humiliating treatment and forcible impregnation. Sexual violence brings with it the risk of HIV/AIDS. The increase in inter-State and inter-ethnic hostilities in the last decade and the increased number of refugees became a catalyst for a major explosion in the spread of the disease, and it has yet to show up statistically. In addition to that, women also experience the trauma of losing relatives and friends in times of armed conflict and of having to take responsibility for the care of surviving family members. They also constitute the majority of refugees and displaced persons.  My country is greatly concerned about this situation and strongly condemns the targeting of women in situations of armed conflict. In this context, I would like to stress that the Security Council should give special consideration to the particular needs of women affected by armed conflict when considering action aimed at promoting peace and security.  It is important that the Secretary-General's reports to the Council dealing with specific conflict situations and developments in the field also incorporate gender perspectives in addressing various aspects of conflict analysis and conflict resolution. I share the view expressed by previous speakers that the Council should also request the Secretary-General to ensure that personnel involved in United Nations peacekeeping and peace-building operations have appropriate training on the protection, rights and particular needs of women. Security Council resolutions setting up or extending peacekeeping operations should provide a clear mandate to address the protection of women and girls affected by conflict against all sexual violence, abduction, enforced prostitution, trafficking and threats imposed by military, paramilitary and other groups.  We believe the Security Council has a special responsibility to support women's participation in peace processes by ensuring respective gender balance in United Nations peacekeeping missions. The Council has already recognized, through the statement of its President on the occasion of International Women's Day, the important role of women in conflict resolution, peacekeeping and peace-building and has underscored the importance of promoting an active and visible policy of mainstreaming a gender perspective into all policies and programmes when addressing armed or other conflicts.  My delegation heartily applauds the efforts and dedication of all women serving United Nations peacekeeping and humanitarian missions under very difficult and quite frequently dangerous circumstances in conflict and post-conflict areas. The presence of women in United Nations missions can foster confidence and trust among the local population, critical elements in any peacekeeping mission. In performing their tasks, women are perceived to be compassionate, unwilling to opt for force over reconciliation, willing to listen and learn and are widely seen as contributors to an environment of stability and morality that fosters the progress of peace.  At the same time, women are still under- represented in decision-making with regard to conflict. Their initiatives and visions for peace and security are rarely heard of during peace negotiations. In this regard, I would like to stress that women should not be viewed primarily as victims of armed conflict; the international community should use the potential of women as agents of preventive diplomacy, peacekeeping and peace-building. The peace-building initiatives of women in Burundi, the Democratic Republic of the Congo, Somalia, Cambodia, Rwanda, Mozambique and Guatemala indicate how precious their contribution to peace can be. Being an active participant of the United Nations peacekeeping and peacemaking efforts, Ukraine has also contributed women civilian police to United Nations peacekeeping missions. We reiterate our readiness to continue working constructively with other Members States in order to ensure the protection of women in armed conflicts and women's participation in peace processes. We are confident that further development of peacekeeping and peace-building teams, with women and men as equal partners, would improve the efficiency of peacekeeping and peace maintenance throughout the world.  The delegation of Ukraine looks forward to a positive outcome of this important initiative on the women and peace and security. We hope that many useful ideas put forward by many delegations at this meeting will be incorporated in the respective Security Council draft resolution.  The President: I thank the representative of Ukraine for his kind words addressed to me and my delegation.   "
UNSC_2000_SPV.4208_spch032.txt,2000,4208,"The President: I thank the representative of Mali for his kind words addressed to the Namibian delegation.  There are a number of speakers remaining on my list. With the concurrence of the members of the Council, I intend to suspend the meeting now.  The meeting was suspended at 1.30pm. ",The President,,English,u," I thank the representative of Mali for his kind words addressed to the Namibian delegation.  There are a number of speakers remaining on my list. With the concurrence of the members of the Council, I intend to suspend the meeting now.  The meeting was suspended at 1.30pm. "
UNSC_2000_SPV.4208Resumption1_spch001.txt,2000,4208,"The President: The next speaker inscribed on my list is the Deputy Minister for Foreign Affairs and Cooperation of Mozambique, Mr. Hipolito Patricio. On behalf of the Council, I welcome him. I invite him to take a seat at the Council table and to make his statement.  ",The President,,English,u," The next speaker inscribed on my list is the Deputy Minister for Foreign Affairs and Cooperation of Mozambique, Mr. Hipolito Patricio. On behalf of the Council, I welcome him. I invite him to take a seat at the Council table and to make his statement.  "
UNSC_2000_SPV.4208Resumption1_spch003.txt,2000,4208,"The President: I thank the Deputy Minister for Foreign Affairs of Mozambique for his kind words addressed to Namibia.  I should like to inform the Council that I have received a letter from the representative of Nepal in which he requests to be invited to participate in the discussion of the item on the Council's agenda. In accordance with the usual practice, I propose, with the consent of the Council, to invite that representative to participate in the discussion, without the right to vote, in accordance with the relevant provisions of the Charter and rule 37 of the Council's provisional rules of procedure.  At the invitation of the President, Mr. Sharma (Nepal) took the seat reserved for him at the side ofthe Council Chamber.  The President: The next speaker inscribed on my list is the representative of Egypt. I invite him to take a seat at the Council table and to make his statement.   ",The President,,English,u," I thank the Deputy Minister for Foreign Affairs of Mozambique for his kind words addressed to Namibia.  I should like to inform the Council that I have received a letter from the representative of Nepal in which he requests to be invited to participate in the discussion of the item on the Council's agenda. In accordance with the usual practice, I propose, with the consent of the Council, to invite that representative to participate in the discussion, without the right to vote, in accordance with the relevant provisions of the Charter and rule 37 of the Council's provisional rules of procedure.  At the invitation of the President, Mr. Sharma (Nepal) took the seat reserved for him at the side ofthe Council Chamber.  The President: The next speaker inscribed on my list is the representative of Egypt. I invite him to take a seat at the Council table and to make his statement.   "
UNSC_2000_SPV.4208Resumption1_spch005.txt,2000,4208,"The President: I thank the representative of Egypt for his kind words addressed to Namibia.  The next speaker inscribed on my list is the representative of the Democratic Republic of the Congo, whom I invite to take a seat at the Council table and make his statement.  ",The President,,English,u," I thank the representative of Egypt for his kind words addressed to Namibia.  The next speaker inscribed on my list is the representative of the Democratic Republic of the Congo, whom I invite to take a seat at the Council table and make his statement.  "
UNSC_2000_SPV.4208Resumption1_spch007.txt,2000,4208,The President: I thank the representative of the Democratic Republic of the Congo for his kind words addressed to my country and to me.  The next speaker inscribed on my list is the representative of South Africa. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of the Democratic Republic of the Congo for his kind words addressed to my country and to me.  The next speaker inscribed on my list is the representative of South Africa. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch009.txt,2000,4208,The President: I thank the representative of South Africa for his kind words addressed to the Namibian delegation and to me.  The next speaker is the representative of Liechtenstein. I invite her to take a seat at the Council table and to make her statement.  ,The President,,English,u, I thank the representative of South Africa for his kind words addressed to the Namibian delegation and to me.  The next speaker is the representative of Liechtenstein. I invite her to take a seat at the Council table and to make her statement.  
UNSC_2000_SPV.4208Resumption1_spch011.txt,2000,4208,The President: I thank the representative of Liechtenstein for her kind words addressed to Namibia.  The next speaker on my list is the representative of Singapore. I invite him to take a seat at the Council and to make his statement.  ,The President,,English,u, I thank the representative of Liechtenstein for her kind words addressed to Namibia.  The next speaker on my list is the representative of Singapore. I invite him to take a seat at the Council and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch013.txt,2000,4208,The President: I thank the representative of Singapore for his kind words addressed to me and my delegation.  ,The President,,English,u, I thank the representative of Singapore for his kind words addressed to me and my delegation.  
UNSC_2000_SPV.4208Resumption1_spch015.txt,2000,4208,The President: I thank the representative of Pakistan for the kind words he addressed to my Minister for Foreign Affairs and to the Namibian delegation.  The next speaker is the representative of Japan. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Pakistan for the kind words he addressed to my Minister for Foreign Affairs and to the Namibian delegation.  The next speaker is the representative of Japan. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch017.txt,2000,4208,The President: I thank the representative of Japan for the kind words he addressed to the Namibian delegation.  The next speaker is the representative of Cyprus. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Japan for the kind words he addressed to the Namibian delegation.  The next speaker is the representative of Cyprus. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch019.txt,2000,4208,The President: I thank the representative of Cyprus for the kind words he addressed to me and to the Namibian delegation.  The next speaker inscribed on my list is the representative of the Republic of Korea. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Cyprus for the kind words he addressed to me and to the Namibian delegation.  The next speaker inscribed on my list is the representative of the Republic of Korea. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch021.txt,2000,4208,"The President: I thank the representative of the Republic of Korea for his kind words addressed to my delegation.  The next speaker inscribed on my list is Mrs. Krishna Bose, Member of Parliament and Chairperson of the Parliamentary Standing Committee on External Affairs of India. On behalf of the Council, I welcome her and invite her to take a seat at the Council table and to make her statement.  ",The President,,English,u," I thank the representative of the Republic of Korea for his kind words addressed to my delegation.  The next speaker inscribed on my list is Mrs. Krishna Bose, Member of Parliament and Chairperson of the Parliamentary Standing Committee on External Affairs of India. On behalf of the Council, I welcome her and invite her to take a seat at the Council table and to make her statement.  "
UNSC_2000_SPV.4208Resumption1_spch023.txt,2000,4208,"The President: I thank the Member of Parliament and Chairperson of the Parliamentary Standing Committee on External Affairs of India for her kind words addressed to my delegation.  The next speaker inscribed on my list is the representative of New Zealand, whom I invite to take a seat at the Council table and to make his statement.  ",The President,,English,u," I thank the Member of Parliament and Chairperson of the Parliamentary Standing Committee on External Affairs of India for her kind words addressed to my delegation.  The next speaker inscribed on my list is the representative of New Zealand, whom I invite to take a seat at the Council table and to make his statement.  "
UNSC_2000_SPV.4208Resumption1_spch025.txt,2000,4208,The President: I thank the representative of New Zealand for his statement and for his kind words addressed to me and my delegation.  The next speaker is the representative of Zimbabwe. I invite him to take a seat at the Council table and to make his statement. ,The President,,English,u, I thank the representative of New Zealand for his statement and for his kind words addressed to me and my delegation.  The next speaker is the representative of Zimbabwe. I invite him to take a seat at the Council table and to make his statement. 
UNSC_2000_SPV.4208Resumption1_spch027.txt,2000,4208,The President: I thank the representative of Zimbabwe for his kind words addressed to my country and to my delegation.  The next speaker inscribed on my list is the representative of Indonesia. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Zimbabwe for his kind words addressed to my country and to my delegation.  The next speaker inscribed on my list is the representative of Indonesia. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch029.txt,2000,4208,The President: I thank the representative of Indonesia for his kind words addressed to my delegation.  The next speaker is the representative of the United Republic of Tanzania. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Indonesia for his kind words addressed to my delegation.  The next speaker is the representative of the United Republic of Tanzania. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch031.txt,2000,4208,The President: I thank the representative of the United Republic of Tanzania for the kind words he addressed to my delegation.  The next speaker inscribed on my list is the representative of Australia. I invite her to take a seat at the Council table and to make her statement.  ,The President,,English,u, I thank the representative of the United Republic of Tanzania for the kind words he addressed to my delegation.  The next speaker inscribed on my list is the representative of Australia. I invite her to take a seat at the Council table and to make her statement.  
UNSC_2000_SPV.4208Resumption1_spch033.txt,2000,4208,The President: I thank the representative of Australia for her kind words addressed to my delegation.  The next speaker inscribed on my list is the representative of Croatia. I invite her to take a seat at the Council table and to make her statement.  ,The President,,English,u, I thank the representative of Australia for her kind words addressed to my delegation.  The next speaker inscribed on my list is the representative of Croatia. I invite her to take a seat at the Council table and to make her statement.  
UNSC_2000_SPV.4208Resumption1_spch035.txt,2000,4208,The President: I thank the representative of Croatia for the kind words addressed to my country.  The next speaker inscribed on my list is the representative of Belarus. I invite him to take a seat at the Council table and to make his statement.  ,The President,,English,u, I thank the representative of Croatia for the kind words addressed to my country.  The next speaker inscribed on my list is the representative of Belarus. I invite him to take a seat at the Council table and to make his statement.  
UNSC_2000_SPV.4208Resumption1_spch037.txt,2000,4208,"The President: I thank the representative of Belarus for the kind words he addressed to my country.  A number of speakers remain on my list. In view of the lateness of the hour, and with the concurrence of the members of the Security Council, I intend to suspend the meeting now, and to resume it tomorrow, Wednesday, 25 October 2000, at 10.30 am.  The meeting was suspended at 6.25 p.m. ",The President,,English,u," I thank the representative of Belarus for the kind words he addressed to my country.  A number of speakers remain on my list. In view of the lateness of the hour, and with the concurrence of the members of the Security Council, I intend to suspend the meeting now, and to resume it tomorrow, Wednesday, 25 October 2000, at 10.30 am.  The meeting was suspended at 6.25 p.m. "
